c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment
44401,Customer#000044401,CqDVKNmzbeYVKMWxwyv5527vtgDMKkJAYheKET4,1,11-107-215-6988,8176.09,AUTOMOBILE
31132,Customer#000031132,"Gemu,8YBvVBPYJ2aBVHWi3V",4,14-393-390-7430,7435.66,FURNITURE
45826,Customer#000045826,zSwVxCaqdd vmiXlvVgSA,17,27-618-332-3646,9727.81,FURNITURE
62180,Customer#000062180,4WXOEWEU3ajmJp6rxv,19,29-582-611-3149,590.92,MACHINERY
57773,Customer#000057773,"a KxHam,hhYTfibJGMaA,5fYLy4H6xmYovzDui",6,16-233-621-7420,6392.46,FURNITURE
143029,Customer#000143029,ZRV s7bTszIwHzPFJYY9sAztK9VWGVi3v1D,3,13-624-118-5099,3480.06,BUILDING
45991,Customer#000045991,Nu4l1BoGb4,17,27-156-446-7579,8163.61,BUILDING
238,Customer#000000238,tE0lVKK3tz5AG2 Hal2XHwE485g5MX7,16,26-307-925-1236,3482.32,HOUSEHOLD
101632,Customer#000101632,Q97DjZuyJacWJx3,0,10-228-638-1120,977.17,HOUSEHOLD
101897,Customer#000101897,"6toQIpI,DtLUCNTaqHcR,z8y,sPxR",9,19-302-214-2645,1555.01,MACHINERY
65102,Customer#000065102,2R3bE6lvune4pQ7k5x9m2JRetB4K,7,17-592-514-4266,-995.92,FURNITURE
17435,Customer#000017435,"mo8T815Iwc,vZtwqlZ7waq",22,32-321-199-7899,2988.34,HOUSEHOLD
14479,Customer#000014479,eyMlGRse3zxI,22,32-601-460-6083,7352.62,FURNITURE
138901,Customer#000138901,13FZrqJVjz0OKy3G5RQ,6,16-207-117-7762,251.69,HOUSEHOLD
55853,Customer#000055853,6qGRyTxg15QXGrdgnKNxNH1P,12,22-614-163-2578,648.14,MACHINERY
111322,Customer#000111322,xiCU8MzGXhpVWimoyvO6inVu,2,12-526-407-4128,8366.45,MACHINERY
96353,Customer#000096353,6hGx09UhEbNWLp5Ybv1M9uU Yx8qL ,24,34-872-679-3283,8036.35,AUTOMOBILE
97718,Customer#000097718,", zfCCE48Bp88YhuWfybFn85",11,21-650-151-6226,2299.63,AUTOMOBILE
106895,Customer#000106895,1sAl27cuqN6zWI565WLwiCO,13,23-943-837-3377,3069.07,HOUSEHOLD
40960,Customer#000040960,muWV8qNroGzvhEtSpNL1ySw4OUzkjB1ps,21,31-862-590-6958,6.92,FURNITURE
10501,Customer#000010501,q8stHMWy6Cv,11,21-238-953-8685,-589.98,BUILDING
57145,Customer#000057145,G1srSlJTs6sjaPbIKNYJbHapA86l6Pa3UdF,15,25-615-903-1053,-564.42,FURNITURE
43562,Customer#000043562,goeDzzn1oo3ndfclC,18,28-956-270-6557,1479.16,BUILDING
73936,Customer#000073936,"3,4UQ6o8cw",12,22-593-986-7404,-717.72,AUTOMOBILE
131282,Customer#000131282,hdi96nMlcLBJkETMFl2HV0h8qFM3HLUEyj2,6,16-778-339-2011,8556.96,FURNITURE
140116,Customer#000140116,"6r  UbP4pNvlu,mMGqSRQVo0jHkY",11,21-550-457-9720,960.84,MACHINERY
131030,Customer#000131030,xanK4yB8HMndZ6Y6dBVMu2R6jTPZo,10,20-939-109-1920,3075.48,AUTOMOBILE
92564,Customer#000092564,bBik5kq vjUuTi76jPJKiG1DKoycgTKXmcAFzB,22,32-661-522-5855,7801.34,MACHINERY
1180,Customer#000001180,"jI4QtviiCs0,LOgUPH4aONMnoNt",13,23-188-767-6645,3367.36,BUILDING
59243,Customer#000059243,"tbIkyvHn G,myasAIZ4j6LKL0DN",12,22-820-829-5016,347.39,AUTOMOBILE
50071,Customer#000050071,"0rA2juYhMbQyxzVQYZY6jPsy,lAC",22,32-710-470-6036,8728.38,AUTOMOBILE
53168,Customer#000053168,NqJ fPpSpQYgr rsT,24,34-582-834-5517,8998.09,BUILDING
10034,Customer#000010034,dGTGiF2mL2YAhHAVX2,20,30-282-720-7975,8080.91,HOUSEHOLD
55808,Customer#000055808,"fCPsgBNEX0Onz2TL1ZmBFKXVpbI3B7,K9nrfZ",12,22-533-312-1870,341.39,BUILDING
113233,Customer#000113233,744AEZoge497b,7,17-702-635-5391,8346.37,AUTOMOBILE
62915,Customer#000062915,mhs8P4geTkZMqBTC1T2MN6H6F 7,17,27-437-844-2293,2317.31,MACHINERY
86813,Customer#000086813,"cAZbi2hkv7,H03MrNyId",19,29-794-249-7615,-80.79,HOUSEHOLD
149789,Customer#000149789,T jsUGwToTBHbweC9Fv,0,10-625-740-8356,8604.72,HOUSEHOLD
125047,Customer#000125047,KfjmPs 6ocab9AdF7fclNeym0BBjStQWTX,9,19-203-466-6170,5307.61,MACHINERY
143554,Customer#000143554,IwiZTIS7KIY PWMlNjHkFc2000z519Uw,15,25-193-167-1170,5024.44,FURNITURE
58537,Customer#000058537,7lJ9vTtDANC1YAT,3,13-849-935-2439,5485.23,BUILDING
128824,Customer#000128824,OnjizTjbtrS8d5bFOdY37sPP0,19,29-237-896-1702,1423.49,BUILDING
119170,Customer#000119170,a GwEZfzg5ZBNoY8rliUO04TYKcIAdWvC0EvcI,9,19-860-801-5994,7962.35,FURNITURE
58294,Customer#000058294,"ong,mvbEyYSP6HknWvP",22,32-351-696-6691,9159.96,BUILDING
33734,Customer#000033734,"tnCjAC6Y62OHgoLKxx9O,vv3arC4",22,32-489-604-2393,6128.64,MACHINERY
7402,Customer#000007402,21PT3BQRzXO3NlHLt2d,4,14-810-690-9697,3596.16,MACHINERY
69922,Customer#000069922,eJPWsBmkiydoTuTdGpCQ,21,31-451-528-1809,8751.50,FURNITURE
62590,Customer#000062590,8sZVoIDazChf6Z3dZgoDunZgXlX2Fde4IFsLHGw,6,16-474-848-4823,7606.78,BUILDING
45061,Customer#000045061,DWvWxH7yZfjhfNJZI48b050fQWHwt,11,21-820-817-5535,-607.80,FURNITURE
123671,Customer#000123671,syz8q5mAHX,1,11-278-259-4564,-92.92,BUILDING
124318,Customer#000124318,"DfJS,8h9h2W9Ho kHwOf1ihew80fs3lQACG",18,28-473-673-8326,-971.51,BUILDING
132569,Customer#000132569,NkOHQ3Zjq8vg7N,10,20-416-872-2884,225.17,HOUSEHOLD
87206,Customer#000087206,"9xy,oaKE1m,k",22,32-169-197-2080,4715.68,BUILDING
14275,Customer#000014275,7YG14WVTYmN7T,0,10-784-143-7613,3874.94,BUILDING
97868,Customer#000097868,dkkR eF4hPuFFuK67PlujLKCN9NOIzasMUiA,18,28-521-840-6419,153.04,MACHINERY
87805,Customer#000087805,"eGkeug wn34BbEi54QzX0R14As,",17,27-170-593-5849,7975.83,HOUSEHOLD
120205,Customer#000120205, 49x87oblSv4Du,14,24-827-734-9247,-390.74,FURNITURE
76577,Customer#000076577,"4sSrUGdDW42usY6UBe,M0B",12,22-876-973-2284,8117.60,MACHINERY
11158,Customer#000011158,"AhOe7Nj9W,1HC95T1mlxeq5cHBBAwpUNR",8,18-319-453-1832,3989.71,BUILDING
86240,Customer#000086240,8XLodKIUry0lohdD7KbffQU2jC,23,33-514-395-9414,11.34,BUILDING
134662,Customer#000134662,oo M1G3U80,11,21-956-417-7673,4399.24,MACHINERY
30401,Customer#000030401,LqFUGJ6kNOGYIYxBEtMmi,24,34-231-678-8760,5916.05,AUTOMOBILE
11525,Customer#000011525,"AsJk,bSiMr5sjgJmYKwWVf",8,18-782-641-7721,6034.96,HOUSEHOLD
51922,Customer#000051922,cQbqkU8WoD0YoiE7pTmsRL6OX3G,6,16-307-666-7089,6845.19,HOUSEHOLD
853,Customer#000000853,U0 9PrwAgWK8AE0GHmnCGtH9BTexWWv87k,2,12-869-161-3468,-444.73,MACHINERY
64816,Customer#000064816,Llnsei7dQV4VL6Fy3vlmXXke ASdwJFMYpeS,4,14-172-115-7583,3772.41,BUILDING
111481,Customer#000111481,y3PjHlIab7eM3E5PrLsxJNkO6plfpghOR9kqrfm,11,21-174-809-1117,7314.26,BUILDING
74794,Customer#000074794,DD3p46Bv9gcc98IjUsAQVj87Zvwzn29,19,29-783-557-9728,1347.68,AUTOMOBILE
43742,Customer#000043742,QOZUIcZrtlKB sAb,20,30-163-516-3952,2115.16,HOUSEHOLD
144139,Customer#000144139,znJphr5BvVaF,5,15-658-365-3355,7070.95,BUILDING
89470,Customer#000089470,YxKxGbLX8FSGdakAuSf64gYMLeG4cfp5LvGbZm,3,13-602-665-2217,7470.32,AUTOMOBILE
50606,Customer#000050606,"ORI ,eah63iye4zCEb",4,14-538-206-7024,4983.70,AUTOMOBILE
126284,Customer#000126284,"P,P0 ZOutlx7w6Mg9jsyP8vCQ6S0ykbH0",14,24-551-775-9484,9257.32,BUILDING
139892,Customer#000139892,Zq5fNgLFon8zx3fuAdvBEMCDeJwrAd,11,21-520-899-6164,1855.92,BUILDING
52154,Customer#000052154,"9GIjmFKo,iYu7W3WEfFpjR8Q R,E",2,12-419-406-5835,8047.78,HOUSEHOLD
919,Customer#000000919,cHGtsqVvXRiK,9,19-537-180-2200,9774.97,MACHINERY
103886,Customer#000103886,"5fa,CNTXoW19ztlmejS2",0,10-317-936-4853,8259.94,BUILDING
47300,Customer#000047300,hW7E0oGqwKO9,3,13-480-546-3293,4445.20,HOUSEHOLD
20812,Customer#000020812,kTGP3KgfK0S MgQce4b8NZC1,5,15-104-167-3009,8085.99,FURNITURE
53311,Customer#000053311,C2Eg3SfD97AXoDM,22,32-619-805-6257,9745.14,MACHINERY
119885,Customer#000119885,gS4UWl29H9oE0UB8FLo5lv2iEUhJb0P,5,15-313-269-4864,5090.50,MACHINERY
16637,Customer#000016637,X6g14dT9I XA5YdB5F7AI3wYYgqHIxkuuEBcy,12,22-711-932-6441,-841.27,MACHINERY
121151,Customer#000121151,K stH aNVDi1MbAYB6RPj6v1HjWGd,14,24-109-820-8106,7465.04,AUTOMOBILE
25876,Customer#000025876,"sRZCFe79FEpX3,UVXC vxtDSa7otynh3",10,20-468-926-5372,7461.09,BUILDING
38614,Customer#000038614,ub2rOcmfp0xz7d 6RZ,16,26-536-940-1491,192.34,MACHINERY
100532,Customer#000100532,kPCSuWDnUwRqTJULaf,9,19-905-657-3719,8885.19,HOUSEHOLD
121298,Customer#000121298,K26fammRW15HzYbjFaCia3BwG4d6DXebeQ,14,24-865-423-9418,8071.37,HOUSEHOLD
1997,Customer#000001997,"D7SUlJ,KUdYu",24,34-724-701-3880,3610.05,FURNITURE
94064,Customer#000094064,pzX0BD1Kt29MhDeU9XhOEY8cHm,16,26-635-624-1800,9101.94,HOUSEHOLD
36169,Customer#000036169,0vSVEIbI0yVorpCA,0,10-751-729-8111,6181.88,HOUSEHOLD
33316,Customer#000033316,tkGe57j6ih8L0PCYfrMb2M,8,18-543-347-2951,-278.28,MACHINERY
108295,Customer#000108295,TBkQv9VGRGS J4B2KezzzTtNTzwH5dArjGi PIW,1,11-867-480-6075,6865.22,HOUSEHOLD
98248,Customer#000098248,6Cr7foPQzDfnaasCqqCLdo1aZ9VVK,3,13-419-996-9556,4100.54,BUILDING
13150,Customer#000013150,"kTwo,Wa yZZ8L8Cur0qG2UHBVaMPm",20,30-978-321-8102,-946.15,AUTOMOBILE
44366,Customer#000044366,"S,dTohPWzjUYmM154l6979u5tE5",7,17-495-685-3439,6911.55,BUILDING
45632,Customer#000045632,"Dd,Zi2CharmKtmCy4UrXrQk",11,21-236-495-7414,7846.89,BUILDING
65269,Customer#000065269,zg3CLtPG8vgDqG,17,27-574-256-1972,1401.33,AUTOMOBILE
123259,Customer#000123259,"ip9n8xga RMRR1igs HAvPOlrHIqrXcOh44npnu,",2,12-283-346-3320,1390.83,HOUSEHOLD
133789,Customer#000133789,sh WLRIsNFpkajBxXKVMWtV4W z5m7,2,12-113-336-1959,6988.08,FURNITURE
127910,Customer#000127910,bRIhD3iHu4rkOZn3EPmIBH,12,22-747-740-9650,9718.83,BUILDING
96380,Customer#000096380,"MhsGTRbYeol0LA,F6 xijyegH53g",8,18-231-491-9329,9483.69,AUTOMOBILE
772,Customer#000000772,TBxlR0AAHeSYl0vyK 8joF,20,30-405-614-4887,7555.16,MACHINERY
105665,Customer#000105665,sdBgk2nfyiE,23,33-841-679-3184,8983.70,HOUSEHOLD
15836,Customer#000015836,B VsEV8vpDD3p0YXO4PMaMwrysXbVBiBEmVpQ,18,28-204-462-6909,7924.65,AUTOMOBILE
42982,Customer#000042982,rnLn4PQiuVnvMAEKvvCZPH60QQMvvJ5Jjihe3DTu,8,18-584-524-6780,-3.18,BUILDING
49507,Customer#000049507,HLNPiQicZAVBzeKEzWDnTd9LYxDq4J,19,29-475-631-8280,5362.06,AUTOMOBILE
129643,Customer#000129643,"Cc4tvIf8U970g U5xcBuew,w0jVz4onZuN",5,15-508-491-1831,3331.76,MACHINERY
135389,Customer#000135389,8mUGUDZuwRCzdCc3FZodIegJq,22,32-280-277-2720,8308.63,BUILDING
36625,Customer#000036625,FlDGAjfcJ De4guRxp6d,9,19-716-453-9609,-831.76,BUILDING
2545,Customer#000002545,dP8XEGk4KKy3eoMKS0j,1,11-838-931-2722,7950.01,AUTOMOBILE
41776,Customer#000041776,LrCigoTBM8lQsprIiSyT9ogBb,1,11-994-632-8624,-855.26,HOUSEHOLD
104456,Customer#000104456,1AhUYjAfSbDQ9toY6u2gunL,12,22-148-803-8452,2968.08,HOUSEHOLD
33520,Customer#000033520,"HAmSMxA0d,bTUkMCNdGDCHyNHneLQc4h9bT5u",12,22-338-662-3020,7492.90,BUILDING
34613,Customer#000034613,xnBm0yoCQJxAqU1IYKPcsbOvLY2ZTJ5ZTINw,21,31-770-544-5943,4581.72,FURNITURE
135322,Customer#000135322,BSCYZKmRLDG,23,33-756-365-7095,1454.65,AUTOMOBILE
47938,Customer#000047938,"RxX,gvbqL8 8XFwnyElHHtYeEPrX",8,18-328-779-8436,1017.11,BUILDING
143500,Customer#000143500,"OW8w2Wfda6,kctyNKpgwmNhpOzlWdO70npew",10,20-449-323-1784,7490.13,FURNITURE
22228,Customer#000022228,V4M6yJqX1v6v9xSYb22yI2gc4,9,19-648-685-1994,1836.91,FURNITURE
129145,Customer#000129145,5XAKDml3kFCknSS5Y dHt3zzxeRuaZufJFNDLt,13,23-468-126-2461,-845.33,HOUSEHOLD
123628,Customer#000123628,6r8jWJS09te6A3Fe,5,15-984-806-1914,5951.27,AUTOMOBILE
37060,Customer#000037060,XrNXLHa6xGOZvq0D,23,33-719-780-4271,2084.89,BUILDING
133109,Customer#000133109,Reb5YDY 8qp2Ly2a,21,31-921-575-3839,-671.46,MACHINERY
137227,Customer#000137227,4yQ79Sn2WDTU4HCYGSWCwGPsrxlaeJEDnX82R,10,20-327-807-5476,9226.44,MACHINERY
73492,Customer#000073492,KyyOX6ufP29XAaA9AhM,19,29-338-857-7662,2534.46,MACHINERY
127463,Customer#000127463,fV8nTvEP 4GeRYxB06HTSD3u3m7tdaLLKojKM,8,18-431-610-6603,1965.75,BUILDING
29329,Customer#000029329,"HC5QAQqRmoG,WHoixa,0IXCzbyuNfTxvI",11,21-754-853-9392,6464.68,MACHINERY
58618,Customer#000058618,"a,VV0omroMEqgR5Hd2hG,Kls60gDjXsD1K6ioulC",0,10-425-358-7248,3173.04,HOUSEHOLD
116531,Customer#000116531,2RJRhzDI7XoSNwd3oF,23,33-375-498-4237,6217.34,BUILDING
75628,Customer#000075628,"v My74ly7Yy79860Wmi4c,r1MB9JsLYR",15,25-427-130-4305,346.73,BUILDING
26386,Customer#000026386,"hqK0rvqpyv0YR,1w89TDM",12,22-367-842-9152,4212.09,MACHINERY
139750,Customer#000139750,VqlW0EL8RtWosROKhipuq5He2PHWq,17,27-456-261-1774,793.13,BUILDING
45626,Customer#000045626,"CMZObpaiF,zFB7UVWHVW",0,10-951-950-2660,-713.75,MACHINERY
95671,Customer#000095671,heHOLUKjymGc4Lb15quW2YoiJAL0nvB1k8kS,14,24-670-793-1097,7852.66,BUILDING
148649,Customer#000148649,HM pfPNL85DUG50hPCble1b5vIXEg7Jl0TBc,23,33-297-776-8835,501.16,AUTOMOBILE
85162,Customer#000085162,"QH,YeqFhzVo3lO5WoAtFM1O5,0Ek",10,20-755-873-5896,1860.73,MACHINERY
22093,Customer#000022093,HmyzBC8OiZhRpNVGvUxa,4,14-499-795-6377,6985.92,HOUSEHOLD
56398,Customer#000056398,Y m5nWSZGZ,15,25-798-809-8256,3817.92,AUTOMOBILE
4196,Customer#000004196,gcbHLmuYJwhzFhcgrhYNHD8GTOGPD79Clz,12,22-857-106-8267,-42.75,HOUSEHOLD
4150,Customer#000004150,"8TBAKVnq4Y2SUEh9fxpj,DdCiir4KSJ,lOEcod",20,30-273-992-7179,8963.49,BUILDING
60389,Customer#000060389,PWPj0Je3NmuYcJ,12,22-237-940-6382,2648.02,AUTOMOBILE
98509,Customer#000098509,"IWS2G8TsJ,kXmx,eC",7,17-948-381-6717,9296.04,MACHINERY
92806,Customer#000092806,YHuzk3JIjMpPkbL,5,15-649-696-2829,-325.71,AUTOMOBILE
45193,Customer#000045193,3EQ9goIFA7B2J,7,17-162-195-8537,6163.99,MACHINERY
3599,Customer#000003599,"eOeQTyfF1z,FhX89iG4dIdA27 KKVRk4OfY",12,22-550-963-8104,6793.97,HOUSEHOLD
99857,Customer#000099857,foghw3ab jGZUI0ocSkncvhFC5jimecwevZVD,24,34-832-665-1889,7111.43,AUTOMOBILE
2500,Customer#000002500,pbF43XhhwX6pWpZ6LTWav7qPPY6zRJ0q,0,10-338-582-4233,3399.16,MACHINERY
108059,Customer#000108059,"jUbX 4QNnURvcAn,aYPDSReHFwRAM5",14,24-108-732-2982,6933.10,HOUSEHOLD
21229,Customer#000021229,"rVStgXBd6lzZFviZWdfW1d,kpiN",2,12-955-860-4403,7270.52,MACHINERY
75679,Customer#000075679,SgunXMgrcTzwdb7Li,18,28-716-624-3995,5504.25,AUTOMOBILE
67918,Customer#000067918,0uGAM9MgVtgEl,12,22-294-998-5898,8963.83,BUILDING
71414,Customer#000071414,sXUOaEHFQ4C9KvECN3n,1,11-842-806-7679,6361.93,AUTOMOBILE
83770,Customer#000083770,AKl8kz306q eyTtY9t ES0u  XKL5AnZW4cw,24,34-296-715-1762,1866.17,BUILDING
139922,Customer#000139922,"vmvRQMe7zTAmR,cWAxqjcaFGqt5m",23,33-753-938-2848,5669.16,BUILDING
46078,Customer#000046078,sDLa3hk9EZiRBdCPVQkB1UBrGrb62vxou ,14,24-359-802-9863,8736.36,HOUSEHOLD
45730,Customer#000045730,"cCLO1J01z,7Kzu4atBVP4jL89Abq3qIjlgQ5QBb",9,19-701-529-6218,316.51,BUILDING
97817,Customer#000097817,"cMRZ,i6KwjI5pLUksBcji",18,28-957-587-6991,7894.38,FURNITURE
136567,Customer#000136567,"UhKLckz,fjpYg",7,17-597-899-8834,4800.09,AUTOMOBILE
124223,Customer#000124223,CM5GsjLAUSFUGEPkIM7K XMezWmmuZypr1kdia23,14,24-610-163-6149,1731.78,MACHINERY
114127,Customer#000114127,Q8 WxCo9fx,11,21-206-523-9316,893.81,MACHINERY
482,Customer#000000482,389RgNCsmVUKiRskmrQQm90xx JiIxOM0,13,23-732-448-1610,4333.37,HOUSEHOLD
81259,Customer#000081259,pUBUmCXAlNL9fw4Uu5GIRxLHdq1,9,19-988-452-6325,1496.37,MACHINERY
18733,Customer#000018733,BZxGPXlXCjy znurkbZWUNte5aut,10,20-997-580-9996,3204.37,BUILDING
85157,Customer#000085157, BLYYuLsBAQsU9k35ZdOkUsEpdxbzkN3,23,33-304-720-5947,8283.19,MACHINERY
52021,Customer#000052021,KRw CeW2LAHzcgH0cIhhaPDM05EklGFQJvHiY95,6,16-754-520-4425,103.02,AUTOMOBILE
55297,Customer#000055297,EbPTGrfqflKz6P14cgBpFveAc,9,19-659-393-3473,3806.26,FURNITURE
82021,Customer#000082021,5tx1lALnT2a7kCxMkyirg1TOwud,5,15-990-840-3554,159.01,AUTOMOBILE
85388,Customer#000085388,"rZKWJ9ZJOcu4,OAgEGSR2",11,21-293-134-3942,4029.14,MACHINERY
35594,Customer#000035594,E9VBJ07SLGvCeoHElyBeEs,7,17-769-180-6490,4721.48,MACHINERY
23093,Customer#000023093,hJSJ3JRkG9BVGMgZ,12,22-981-715-7175,4951.16,AUTOMOBILE
19379,Customer#000019379,v2efq8aGKiKq,9,19-317-704-8628,9290.05,MACHINERY
109489,Customer#000109489,"y3D3FqAPbub68uNFjaw5i,GN0jeQYZaq",11,21-393-932-9561,241.68,AUTOMOBILE
142412,Customer#000142412,Htyz0m8uKPkNwhu0tWT8XUV4uZQ,10,20-789-304-7518,2936.04,MACHINERY
54113,Customer#000054113,NUB2JlhdRJkWZmtPR6CZRe Uff Ppmw6kWmfEQrN,15,25-370-297-9695,2465.54,HOUSEHOLD
12473,Customer#000012473,QZ5loCWNlbKi2N8n34Tb5ycLKJI8,16,26-251-923-3340,-619.34,BUILDING
96769,Customer#000096769," iKjideNCYLKIQqJmj0gh Kq,TCq18,Hp",15,25-332-271-9930,3876.90,AUTOMOBILE
1295,Customer#000001295,"kded3b,5e5",24,34-259-484-2624,753.62,BUILDING
118244,Customer#000118244,GnbFntaPf5Q9xbXuQrKPUZORkWe5d6pMfply1LX,1,11-923-266-4649,4590.36,MACHINERY
17776,Customer#000017776,"n6vyZ2,Zkie5",20,30-821-625-6897,776.76,FURNITURE
55822,Customer#000055822,djqt1DVBAiVYEeitHZJ6U,0,10-716-441-6478,6989.02,AUTOMOBILE
126236,Customer#000126236,1EPZsMYYMQVUB7l5jIU0j1EBNO5hu1Oj7qOgsv,6,16-408-823-8779,5940.08,MACHINERY
14543,Customer#000014543,"fN,XCxcui3gJ S",15,25-721-876-9997,1920.14,MACHINERY
60236,Customer#000060236,5nq9eNWwE9FkK7Qibps3KCvnlcgVLcViIh0k,3,13-588-942-4698,2128.37,BUILDING
84478,Customer#000084478,9qNqPrmHGBxo,14,24-786-139-1474,723.66,FURNITURE
95128,Customer#000095128,rhz9HKwOd0NjniET0bClbrhYxM OFxE1W,18,28-162-362-1150,-531.77,HOUSEHOLD
21386,Customer#000021386,2rp4ojo8LF0VzD,20,30-190-531-7932,8077.73,MACHINERY
63373,Customer#000063373,RPhbW17cReMN4BTGiKPmK5fKOctDzUOE6lX,19,29-223-753-9581,598.72,HOUSEHOLD
60322,Customer#000060322,"Jv oPdh5ow3HCfk4Ju,h3ZgsQbLlHhIUr4jgXc",15,25-290-573-1900,5125.12,BUILDING
128597,Customer#000128597,"f3HrH0L4drx4oq6Z,7",18,28-694-524-6153,4377.95,HOUSEHOLD
149800,Customer#000149800,NZTGZNUJ0TNA5t8xW2CeNMpNKewvf,11,21-603-970-2143,5749.31,BUILDING
70792,Customer#000070792,"3ELd6,oCw7dhe8",3,13-544-591-1350,5259.68,FURNITURE
63473,Customer#000063473,KDzwgeIsJlwtzPo8JmchSmEy3,19,29-773-358-2172,7437.14,HOUSEHOLD
322,Customer#000000322,bWRyCyjH5OfGX,20,30-660-202-7517,4489.98,HOUSEHOLD
46774,Customer#000046774,BDnXq97 yzOecU9540W97eIdA1mhuN 1FsGuC,20,30-425-114-5509,9813.26,AUTOMOBILE
148375,Customer#000148375,"DHZ5C,5Rjjq4qy0F5UGbZETsOKWiyBq,3qTZ",8,18-918-637-2845,4454.44,AUTOMOBILE
94991,Customer#000094991,SzisldE5eTZ47HWEEC,11,21-380-296-4944,8502.68,AUTOMOBILE
112258,Customer#000112258,"aa1gpBTgwY3ZYMzE8J8nRKrbOCOLz, 2,A8haTdK",16,26-266-608-2372,9417.65,HOUSEHOLD
143449,Customer#000143449,hhT3sDYXIZLgr ldma,9,19-400-402-6943,1501.18,MACHINERY
148198,Customer#000148198,"f,by6g69VW486GxWgHlX9Gd",17,27-227-781-6627,6815.42,MACHINERY
98192,Customer#000098192,"ueS2 DGQPG0HiY0nKsRv4,nQjQoLIAog7ZigN",7,17-266-780-9737,-386.70,MACHINERY
111109,Customer#000111109,IuBIixu7k5JOsSA8XeJ4Zrbl9l3qJoWGsW2GlgF9,13,23-582-420-1105,7274.66,AUTOMOBILE
23248,Customer#000023248,wU4F3I6mHu6fUwfcdEm77m4vbfp6Jb,16,26-772-926-2556,588.27,BUILDING
90797,Customer#000090797," QyPrrOsD3jT,zO4HosNDNqnXWu XEJFOgxGjk",21,31-419-413-4356,1748.86,FURNITURE
74581,Customer#000074581,LCdUu2CZC2k0VFgNv BO3,9,19-325-574-8198,141.75,MACHINERY
41536,Customer#000041536,ehr 8P15QlbDtWAeGvxy4Id5aQ6OhvS1,15,25-784-139-6256,5780.45,HOUSEHOLD
100582,Customer#000100582,vhohKA1nYX1i,5,15-426-240-2016,9071.69,MACHINERY
110164,Customer#000110164,"L5oe07V9o,H,",19,29-168-361-9272,236.01,FURNITURE
8804,Customer#000008804,S7nY5s5f3QCAsJ xEllxUm6DF,2,12-349-268-4883,2511.09,HOUSEHOLD
99304,Customer#000099304,L9hRkJ3miSajFuNnbc,10,20-906-888-8230,490.32,BUILDING
141845,Customer#000141845,"ICvLJLOL,001 FDQO,n1Qy1R4Eftf",4,14-834-376-1671,7548.72,BUILDING
77614,Customer#000077614,6xg47zRudKUZ5x,22,32-813-355-4767,3501.13,BUILDING
135416,Customer#000135416,",3n1ctCjfUwvrDyggHbCRBuiKl9DztQv",18,28-294-156-7565,4079.01,BUILDING
145271,Customer#000145271,"z3iPCrCuMin3,u,Zb",14,24-271-131-5399,1475.01,MACHINERY
401,Customer#000000401,"aKALIG526OK4veQfUh2KmKcE,oRyg",19,29-667-766-5291,4146.43,BUILDING
35980,Customer#000035980,"u gJYCYo1,Mar26YiBHBZpTX9BRC",10,20-209-795-1514,9377.65,HOUSEHOLD
118463,Customer#000118463,"XgvzYgPmCN,RLoY2lS6NJzOGDdlDL",11,21-898-720-9421,1043.97,BUILDING
127502,Customer#000127502,"FX0,bAbQhhI1N xIeqd2Fc9zfd6p4mBBD",20,30-553-834-6684,2765.97,AUTOMOBILE
18245,Customer#000018245,"DM,XQMF0gA,NtvfTqR9gZ5a",8,18-590-201-3665,6900.19,FURNITURE
38495,Customer#000038495,G5eovisNrhs,20,30-545-855-2345,4010.34,AUTOMOBILE
108962,Customer#000108962,OBluMiYZWlGGdiWy,21,31-289-735-3554,1123.48,AUTOMOBILE
110461,Customer#000110461,yKjG0w4zdIZ8NP0TcdrAk,24,34-259-824-1021,3354.09,BUILDING
45355,Customer#000045355," zb,EviAOeGyl5cps",24,34-610-955-5518,7079.44,HOUSEHOLD
95695,Customer#000095695,zbPP4Xq2O94gH0VSVG bFiF9fo,23,33-941-316-5727,7408.86,BUILDING
147401,Customer#000147401,jlp0hbgBXZgOuxrCwxvQecVoERZrpc3Ii3HC2M ,19,29-259-221-3652,1720.29,MACHINERY
133438,Customer#000133438,9s8VcGmkZQmubj0rt9FHu,7,17-451-993-5729,7122.54,AUTOMOBILE
49288,Customer#000049288,MyOg06KHfY1b3IAnV,13,23-222-157-6713,-918.31,AUTOMOBILE
140995,Customer#000140995, XdPe2IpVNod0P6k Ry2PZQCe6xZg1FFwhhs,16,26-715-629-9747,8738.69,HOUSEHOLD
220,Customer#000000220,TbUHVhkttz,16,26-201-301-7371,9131.64,BUILDING
39844,Customer#000039844,ULB0tFYI3aDJmrm6QHIEE9DnwOETLsv4A,5,15-533-384-5586,9646.69,MACHINERY
30317,Customer#000030317,OX58D74wiAbgkytIJvPu3 uTG BbyXyIUkPu,11,21-712-670-5316,5426.28,HOUSEHOLD
21350,Customer#000021350,GbRmMbGNJB,6,16-587-234-4006,158.94,MACHINERY
61850,Customer#000061850,2TaqkOWZt ji6VY,5,15-483-985-4194,1378.25,AUTOMOBILE
77381,Customer#000077381,FBpo18vPGJna,10,20-426-327-2504,1506.36,HOUSEHOLD
